,l1,l2,l3,l4,l5,l6
1590,858,785,736,1133,1447,1175
1591,865,784,723,1126,1451,1183
1592,848,656,602,1009,1377,1083
1593,723,662,629,1022,1358,1074
1594,739,674,750,1043,1363,1072
1595,794,791,631,1022,1355,1084
1596,878,789,738,1123,1451,1169
1597,868,787,734,1118,1445,1171
1598,855,780,596,1117,1443,1069
1599,779,651,598,1009,1354,1075
1600,720,659,624,1021,1359,1072
1601,739,785,607,1007,1380,1085
1602,867,658,733,1072,1385,1188
1603,865,784,741,1129,1474,1186
1604,857,783,731,1126,1482,1187
1605,848,656,601,1010,1390,1967
1606,722,660,609,1011,1393,1907
1607,741,671,597,990,1413,1920
1608,817,655,595,990,1410,1927
1609,688,654,596,981,1414,1935
1610,690,655,595,976,1415,1936
1611,688,654,594,978,1414,1947
1612,687,654,597,977,1410,2013
1613,685,654,592,982,1405,2022
1614,684,655,605,978,1402,2019
1615,689,653,595,979,1393,2022
1616,688,655,595,985,1393,2023
1617,689,653,603,981,1392,2032
1618,688,656,595,981,1391,1095
1619,699,656,602,990,1390,1099
1620,688,656,625,1037,1391,1108
1621,690,694,783,1163,1406,1293
1622,900,835,866,1251,1563,1294
1623,911,909,859,1252,1557,1296
1624,1044,785,736,1158,1465,1288
1625,944,793,639,1049,1535,1293
1626,960,703,738,1151,1450,1194
1627,949,793,752,1158,1461,1199
1628,955,806,875,1205,1463,1279
1629,1070,912,867,1254,1535,1289
1630,1066,903,862,1251,1535,1193
1631,1054,789,733,1166,1456,1287
1632,943,789,733,1157,1535,1183
1633,958,787,736,1153,1454,1188
1634,946,800,778,1167,1445,1205
1635,923,910,873,1255,1532,1286
1636,1061,906,860,1254,1535,1282
1637,1056,898,738,1155,1529,1282
1638,943,789,843,1250,1535,1290
1639,945,786,731,1159,1443,1184
1640,943,791,746,1158,1441,1193
1641,955,809,870,1253,1451,1285
1642,1057,909,866,1258,1531,1199
1643,1058,903,851,1255,1534,1181
1644,1044,785,740,1136,1440,1178
1645,925,783,735,1139,1439,1178
1646,907,785,735,1136,1437,1174
1647,901,785,732,1138,1436,1175
1648,898,784,734,1136,1434,1069
1649,901,784,725,1010,1351,1078
1650,900,781,627,1023,1351,1075
1651,905,686,633,1014,1349,1073
1652,723,684,634,1009,1351,1079
1653,729,686,637,1019,1353,1088
1654,729,687,630,1018,1354,1072
1655,730,686,634,1002,1341,1072
1656,729,688,629,1006,1339,1072
1657,733,675,619,1003,1339,1071
1658,716,674,624,1009,1338,1072
1659,707,674,626,1007,1341,1074
1660,715,684,625,1012,1346,1080
1661,719,682,628,1008,1340,1130
1662,721,683,688,1073,1390,1159
1663,722,736,720,1113,1424,1167
1664,763,779,720,1127,1419,1164
1665,880,775,725,1119,1424,1163
1666,885,779,721,1126,1425,1167
1667,884,775,722,1130,1417,1164
1668,890,777,721,1126,1420,1168
1669,884,779,725,1130,1415,1168
1670,888,775,721,1125,1422,1167
1671,889,778,731,1122,1419,1167
1672,887,780,727,1123,1415,1168
1673,885,778,721,1125,1416,1167
1674,884,780,727,1125,1412,1163
1675,884,778,725,1131,1414,1168
1676,889,774,724,1119,1417,1168
1677,885,774,726,1126,1419,1072
1678,883,777,619,1009,1335,1167
1679,890,679,624,1011,1414,1168
1680,725,675,720,1121,1414,1162
1681,723,777,720,1122,1420,1163
1682,881,777,725,1126,1419,1167
1683,884,777,723,1119,1413,1168
1684,889,780,725,1124,1414,1167
1685,889,776,730,1122,1416,1167
1686,883,778,720,1127,1410,1166
1687,885,773,721,1125,1414,1166
1688,886,774,733,1125,1417,1163
1689,886,778,720,1121,1414,1165
1690,886,777,723,1121,1419,1165
1691,883,778,727,1127,1421,1168
1692,887,781,720,1130,1409,1077
1693,888,779,623,1018,1331,1073
1694,893,679,616,1010,1329,1067
1695,734,679,625,1007,1330,1072
1696,720,674,624,1005,1328,1069
1697,715,678,623,1004,1319,1072
1698,720,675,631,1010,1328,1074
1699,721,674,624,1011,1333,1074
1700,722,681,624,1013,1335,1075
1701,723,683,624,999,1329,1073
1702,724,677,626,1008,1330,1077
1703,729,686,624,1007,1338,1122
1704,720,682,639,1037,1359,1161
1705,729,688,733,1120,1419,1169
1706,734,779,728,1125,1422,1168
1707,888,781,732,1134,1419,1168
1708,891,780,725,1127,1417,1162
1709,892,782,725,1123,1421,1168
1710,891,781,724,1130,1419,1168
1711,893,783,731,1132,1421,1168
1712,891,779,731,1132,1417,1168
1713,894,784,726,1127,1422,1165
1714,895,784,723,1129,1421,1170
1715,894,781,732,1130,1418,1168
1716,895,781,731,1132,1418,1168
1717,895,781,727,1130,1418,1168
1718,895,779,725,1131,1424,1169
1719,893,781,723,1129,1424,1166
1720,896,783,728,1125,1415,1169
1721,894,783,731,1125,1420,1168
1722,894,783,730,1131,1424,1168
1723,895,782,733,1131,1430,1169
1724,893,783,727,1132,1425,1169
1725,892,779,733,1133,1423,1168
1726,896,774,727,1126,1424,1170
1727,892,779,731,1135,1422,1167
1728,893,778,719,1136,1425,1169
1729,893,781,733,1135,1426,1172
1730,895,783,730,1127,1424,1171
1731,889,782,737,1133,1427,1171
1732,897,783,726,1127,1425,1177
1733,895,781,731,1134,1426,1174
1734,895,784,732,1133,1434,1171
1735,895,782,727,1126,1427,1171
1736,895,782,729,1131,1430,1170
1737,897,783,730,1134,1427,1175
1738,894,781,724,1130,1428,1168
1739,897,780,735,1136,1435,1172
1740,896,779,725,1125,1426,1171
1741,897,781,734,1130,1430,1168
1742,895,781,725,1137,1426,1171
1743,894,781,727,1135,1439,1174
1744,896,783,732,1136,1425,1183
1745,895,777,727,1136,1425,1175
1746,897,774,723,1131,1430,1169
1747,896,782,727,1135,1433,1167
1748,895,784,726,1136,1431,1172
1749,896,779,733,1134,1431,1174
1750,898,783,732,1136,1427,1174
1751,898,783,725,1135,1428,1081
1752,893,784,738,1133,1343,1087
1753,899,784,629,1014,1347,1078
1754,898,682,624,1012,1343,1081
1755,720,683,624,1009,1349,1077
1756,721,684,627,1008,1344,1078
1757,720,682,634,1019,1347,1079
1758,722,682,624,1008,1347,1079
1759,726,681,624,1012,1341,1081
1760,722,687,629,1015,1344,1075
1761,727,683,628,1012,1347,1075
1762,727,683,627,1015,1353,1083
1763,730,682,637,1018,1349,1077
1764,734,684,624,1008,1346,1075
1765,730,687,629,1015,1341,1079
1766,733,683,626,1009,1346,1078
1767,727,687,629,1012,1345,1079
1768,729,685,635,1015,1347,1079
1769,725,686,627,1010,1350,1077
1770,730,683,634,1021,1348,1072
1771,727,685,626,1008,1342,1070
1772,729,681,628,1013,1335,1074
1773,723,678,628,1009,1341,1074
1774,719,677,624,1008,1342,1078
1775,719,679,627,1008,1339,1073
1776,722,678,624,1009,1339,1073
1777,720,677,631,1012,1344,1072
1778,720,679,628,1011,1340,1072
1779,720,680,621,1010,1344,1072
1780,721,679,616,1008,1338,1072
1781,719,677,626,1010,1344,1063
1782,719,683,623,1008,1337,1075
1783,720,681,625,1009,1339,1072
1784,723,682,627,1011,1340,1072
1785,721,676,624,1006,1339,1075
1786,723,674,625,1008,1338,1072
1787,720,679,629,1005,1344,1072
1788,721,679,624,1009,1334,1072
1789,723,680,631,1008,1340,1072
1790,720,679,631,1011,1338,1072
1791,721,679,624,1008,1339,1074
1792,723,682,623,1009,1339,1072
1793,723,682,627,1009,1333,1072
1794,719,681,614,1006,1339,1076
1795,721,680,629,1015,1339,1074
1796,720,682,626,1008,1334,1074
1797,725,682,624,1009,1339,1072
1798,723,678,624,1017,1340,1073
1799,725,685,624,1008,1341,1075
1800,722,685,624,1008,1339,1074
1801,720,683,624,1011,1345,1078
1802,724,681,626,1008,1342,1075
1803,723,683,626,1013,1344,1073
1804,725,683,637,1011,1353,1078
1805,723,682,624,1008,1345,1074
1806,721,685,624,1011,1348,1079
1807,726,682,621,1017,1347,1079
1808,724,681,625,1020,1347,1077
1809,723,677,615,1015,1357,1076
1810,723,679,624,1010,1351,1077
1811,720,680,624,1010,1353,1073
1812,721,674,615,1010,1346,1083
1813,722,673,633,1011,1353,1086
1814,720,685,631,1008,1356,1083
1815,720,686,634,1019,1360,1081
1816,725,685,635,1010,1357,1083
1817,721,691,630,1021,1359,1083
1818,727,688,634,1021,1357,1088
1819,727,687,638,1021,1360,1088
1820,730,688,628,1021,1363,1085
1821,725,689,635,1018,1360,1087
1822,732,685,639,1022,1360,1087
1823,734,688,633,1018,1362,1088
1824,733,687,631,1023,1362,1088
1825,733,687,635,1022,1358,1094
1826,735,688,635,1023,1366,1090
1827,735,688,639,1034,1373,1090
1828,737,686,637,1023,1353,1088
1829,738,685,640,1023,1361,1088
1830,733,688,640,1034,1367,1086
1831,736,692,641,1022,1367,1088
1832,734,688,636,1019,1366,1089
1833,735,688,637,1023,1371,1089
1834,734,690,633,1022,1367,1091
1835,738,690,635,1022,1364,1091
1836,734,690,639,1023,1370,1088
1837,735,688,635,1015,1362,1089
1838,737,690,630,1023,1363,1089
1839,736,688,631,1019,1365,1088
1840,736,689,631,1023,1363,1088
1841,735,688,639,1022,1363,1086
1842,737,690,639,1023,1362,1078
1843,737,688,631,1023,1347,1078
1844,739,689,631,1011,1353,1077
1845,727,678,630,1015,1356,1076
1846,717,679,631,1008,1348,1077
1847,723,688,627,1014,1353,1072
1848,720,684,624,1011,1354,1075
1849,720,678,624,1008,1343,1072
1850,725,684,627,1010,1351,1077
1851,724,683,629,1008,1350,1079
1852,721,673,625,1008,1347,1078
1853,724,682,625,1009,1345,1072
1854,720,686,623,1007,1347,1074
1855,722,682,631,1017,1353,1087
1856,725,683,625,1008,1348,1079
1857,725,685,627,1013,1351,1078
1858,726,685,624,1014,1344,1082
1859,723,683,624,1013,1351,1081
1860,723,685,624,1008,1351,1077
1861,725,686,629,1011,1354,1079
1862,720,683,628,1009,1351,1082
1863,723,686,626,1016,1352,1073
1864,726,683,635,1010,1354,1081
1865,725,684,620,1018,1349,1081
1866,725,685,624,1013,1347,1077
1867,721,683,625,1014,1350,1079
1868,728,681,630,1013,1358,1083
1869,726,682,627,1018,1358,1083
1870,721,686,626,1013,1356,1082
1871,725,685,624,1009,1351,1083
1872,725,682,631,1014,1357,1083
1873,726,686,640,1017,1353,1078
1874,733,685,629,1015,1354,1079
1875,727,688,627,1011,1351,1079
1876,723,685,619,1011,1350,1079
1877,726,686,632,1015,1355,1085
1878,720,686,628,1013,1355,1074
1879,726,685,626,1014,1355,1076
1880,731,676,624,1015,1358,1081
1881,729,688,628,1017,1353,1082
1882,727,683,624,1010,1356,1081
1883,731,684,639,1017,1352,1082
1884,731,685,621,1022,1355,1079
1885,724,685,631,1013,1350,1087
1886,726,681,622,1013,1355,1082
1887,730,683,634,1021,1357,1082
1888,2192,686,624,1014,1357,1081
1889,2224,686,624,1019,1355,1073
1890,2245,688,634,1015,1359,1083
1891,2264,687,629,1014,1349,1079
1892,2287,686,629,1013,1353,1081
1893,2293,683,624,1011,1351,1086
1894,2382,687,634,1010,1360,1081
1895,2383,684,629,1017,1359,1083
1896,2379,679,630,1008,1355,1074
1897,2382,684,630,1018,1359,1083
1898,2380,682,627,1019,1361,1088
1899,2374,686,627,1017,1355,1083
1900,2411,686,629,1016,1350,1086
1901,2413,686,627,1014,1358,1083
1902,2416,679,623,1018,1360,1083
1903,2416,684,627,1018,1361,1083
1904,2416,686,628,1018,1360,1087
1905,2417,685,625,1013,1359,1083
1906,2390,688,626,1011,1360,1082
1907,2390,686,626,1019,1357,1082
1908,2384,687,629,1020,1356,1079
1909,2384,684,631,1012,1358,1083
1910,2381,685,627,1015,1360,1088
1911,2370,684,624,1012,1359,1086
1912,2373,678,627,1015,1354,1087
1913,2368,682,624,1035,1353,1083
1914,2374,687,627,1018,1360,1081
1915,2372,687,624,1019,1358,1082
1916,2377,683,629,1018,1359,1086
1917,2399,686,631,1011,1358,1084
1918,2407,683,629,1011,1360,1074
1919,2410,683,625,1023,1378,1087
1920,2412,686,630,1011,1365,1081
1921,2416,686,627,1012,1360,1174
1922,2413,687,727,1134,1441,1174
1923,2394,779,731,1132,1439,1179
1924,2435,782,728,1136,1445,1174
1925,2434,781,723,1136,1445,1175
1926,2433,781,735,1135,1443,1175
1927,2431,781,727,1135,1443,1169
1928,2427,782,730,1136,1441,1178
1929,2415,775,729,1136,1440,1181
1930,2415,784,727,1138,1441,1181
1931,2413,784,725,1135,1443,1086
1932,2411,779,624,1011,1360,1082
1933,2411,675,622,1008,1356,1082
1934,2353,678,625,1007,1360,1079
1935,2350,677,621,1015,1357,1079
1936,2347,678,623,1008,1360,1078
1937,2338,680,625,1013,1359,1079
1938,2334,679,625,1018,1360,1082
1939,2327,674,629,1010,1355,1079
1940,2284,678,626,1008,1353,1079
1941,2278,679,623,1011,1357,1077
1942,2270,675,623,1008,1360,1082
1943,2263,673,624,1008,1360,1076
1944,2256,681,624,1011,1355,1082
1945,2246,677,624,1008,1355,1078
1946,2146,677,623,1012,1359,1079
1947,2141,678,623,1007,1360,1083
1948,2133,678,624,1005,1360,1079
1949,2128,678,621,1008,1358,1079
1950,2127,678,625,1010,1353,1269
1951,2127,679,863,1238,1529,1190
1952,720,901,758,1158,1458,1188
1953,1021,907,727,1148,1459,1280
1954,1059,785,838,1247,1535,1282
1955,944,783,866,1248,1535,1200
1956,929,899,858,1253,1463,1197
1957,1042,903,738,1157,1456,1283
1958,1057,792,735,1152,1526,1285
1959,955,784,855,1247,1535,1200
1960,935,893,864,1257,1535,1200
1961,1039,902,737,1168,1461,1187
1962,1055,792,730,1155,1454,1281
1963,960,788,851,1248,1535,1278
1964,941,891,864,1254,1535,1196
1965,930,902,750,1167,1457,1190
1966,1046,821,739,1157,1456,1198
1967,1064,787,813,1164,1451,1194
1968,945,908,741,1155,1455,1280
1969,1063,786,734,1238,1531,1278
1970,944,784,855,1250,1531,1197
1971,931,899,863,1194,1457,1193
1972,1041,898,739,1161,1451,1095
1973,1057,791,624,1054,1382,1088
1974,947,681,627,1014,1360,1087
1975,775,686,631,1023,1362,1083
1976,723,688,626,1017,1358,1079
1977,722,679,624,1011,1354,1078
1978,722,678,626,1007,1357,1074
1979,719,678,623,1005,1354,1076
1980,720,678,624,1009,1355,1077
1981,720,677,624,1004,1351,1073
1982,720,674,624,1009,1351,1072
1983,719,679,624,1008,1355,1074
1984,720,681,624,1008,1351,1079
1985,720,671,624,1015,1347,1077
1986,720,683,612,1008,1349,1079
1987,720,681,625,1006,1353,1076
1988,720,678,624,1008,1350,1077
1989,720,678,624,1008,1344,1079
1990,720,678,624,1012,1346,1078
1991,720,676,624,1011,1346,1079
1992,720,674,624,1008,1345,1074
1993,720,2417,624,1003,1349,1078
1994,717,2447,626,1008,1355,1079
1995,720,2465,627,1008,1353,1077
1996,719,2481,623,1010,1350,1078
1997,715,2497,624,1013,1355,1077
1998,720,2589,626,1007,1347,1075
1999,719,2586,624,1009,1349,1074
2000,720,2589,624,1010,1353,1077
2001,718,2589,620,1008,1358,1078
2002,720,2591,624,1011,1357,1077
2003,720,2594,625,1008,1347,1075
2004,720,2590,624,1011,1352,1077
2005,720,2559,624,1007,1354,1075
2006,720,2559,624,1010,1344,1073
2007,721,2559,619,1008,1357,1077
2008,720,2559,622,1008,1349,1073
2009,727,2559,624,1011,1351,1072
2010,719,2559,619,1005,1350,1077
2011,720,2559,624,1009,1351,1074
2012,719,2559,623,1009,1355,1079
2013,720,2583,621,1008,1357,1094
2014,721,2559,624,1008,1354,1072
2015,720,2586,634,1011,1357,1085
2016,720,2597,623,1015,1353,1076
2017,719,2594,624,1008,1346,1081
2018,720,2596,624,1009,1360,1075
2019,720,2598,624,1005,1351,1075
2020,720,2597,628,1008,1364,1080
2021,719,2609,625,1008,1356,1072
2022,721,2610,624,1004,1349,1075
2023,719,2610,620,1008,1350,1077
2024,720,2612,624,1010,1355,1079
2025,719,2613,623,1008,1347,1081
2026,719,2610,623,1007,1360,1080
2027,719,2626,624,1008,1350,1082
2028,720,2629,621,1008,1354,1073
2029,720,2634,619,1009,1357,1072
2030,721,2633,625,1008,1347,1076
2031,720,2636,624,1010,1354,1076
2032,719,2635,623,1007,1350,1075
2033,722,2645,624,1008,1354,1075
2034,720,2643,626,1012,1357,1075
2035,720,2639,624,1008,1355,1078
2036,721,2631,624,1008,1351,1072
2037,720,2635,624,1005,1355,1076
2038,718,2635,623,1008,1354,1077
2039,720,2636,623,1007,1353,1076
2040,718,2635,622,1003,1348,1077
2041,717,2641,624,1013,1351,1079
2042,720,2640,623,1003,1350,1078
2043,717,2642,629,1010,1354,1079
2044,720,2647,624,1008,1356,1077
2045,719,2647,624,1009,1349,1085
2046,719,2647,624,1010,1353,1087
2047,719,2641,621,1009,1349,1075
2048,718,2640,624,1007,1354,1072
2049,720,2637,625,1008,1355,1079
2050,720,2591,625,1010,1351,1086
2051,719,2586,624,1008,1353,1079
2052,722,2559,621,1008,1351,1076
2053,720,2559,622,1008,1358,1077
2054,720,2559,630,1008,1354,1079
2055,719,2559,624,1008,1329,1187
2056,719,674,631,1033,1361,1168
2057,720,685,709,1120,1431,1093
2058,753,765,623,1056,1375,1167
2059,899,765,720,1123,1439,1095
2060,885,868,768,1167,1382,1099
2061,964,816,629,1038,1365,1099
2062,891,684,647,1049,1376,1095
2063,784,813,758,1150,1387,1225
2064,912,806,770,1163,1483,1195
2065,894,819,752,1150,1462,1200
2066,898,810,748,1149,1462,1200
2067,880,802,757,1157,1465,1205
2068,749,809,759,1141,1463,1197
2069,890,807,741,1145,1456,1202
2070,877,803,621,1096,1458,1093
2071,750,683,627,1035,1360,1099
2072,751,682,631,1049,1363,1123
2073,761,689,769,1161,1471,1207
2074,777,816,758,1159,1477,1206
2075,901,816,766,1151,1462,1202
2076,889,814,734,1141,1469,1200
2077,875,684,634,1043,1373,1094
2078,756,688,626,1039,1357,1200
2079,761,685,855,1241,1456,1179
2080,768,895,736,1136,1450,1183
2081,1040,779,727,1139,1449,1103
2082,898,784,624,1049,1371,1168
2083,898,682,674,1073,1421,1173
2084,752,693,723,1135,1439,1177
2085,737,782,732,1136,1441,1175
2086,891,782,731,1137,1441,1178
2087,891,784,732,1137,1442,1181
2088,896,783,727,1137,1441,1182
2089,896,783,851,1136,1443,1178
2090,895,784,1606,1135,1439,1175
2091,898,784,3661,1136,1454,1179
2092,901,784,3682,1137,1443,1179
2093,893,781,3707,1131,1449,1179
2094,893,784,3729,1132,1440,1174
2095,893,779,3775,1141,1440,1178
2096,893,784,3808,1136,1437,1178
2097,895,783,3939,1138,1443,1175
2098,893,782,3952,1136,1446,1176
2099,894,782,3947,1138,1443,1171
2100,893,783,3942,1136,1440,1174
2101,897,784,3955,1134,1443,1173
2102,891,779,3970,1136,1442,1175
2103,893,781,3955,1136,1439,1184
2104,895,781,3958,1133,1441,1075
2105,891,781,3931,1018,1355,1082
2106,893,685,3935,1002,1358,1086
2107,720,673,3933,1008,1358,1085
2108,717,682,3926,1013,1344,1085
2109,720,683,3922,1009,1360,1079
2110,722,682,3926,1011,1361,1081
2111,722,682,3922,1018,1358,1090
2112,724,681,3920,1013,1360,1088
2113,724,688,3917,1014,1360,1091
2114,723,685,3936,1023,1364,1086
2115,726,687,3944,1023,1366,1090
2116,724,687,3936,1019,1360,1089
2117,725,688,3927,1019,1360,1086
2118,731,688,3933,1014,1360,1087
2119,726,687,3936,1021,1361,1087
2120,727,688,3934,1015,1362,1168
2121,731,688,3948,1123,1439,1174
2122,727,784,3951,1132,1442,1171
2123,874,782,3963,1136,1442,1181
2124,893,780,3947,1136,1444,1094
2125,894,783,3945,1051,1360,1083
2126,894,688,3945,1023,1363,1088
2127,768,688,3945,1009,1360,1091
2128,732,688,3933,1008,1360,1083
2129,735,687,3946,1010,1363,1088
2130,727,682,3950,1035,1362,1180
2131,735,679,3945,1136,1442,1184
2132,723,688,3959,1140,1449,1170
2133,722,783,3978,1126,1440,1171
2134,891,779,3970,1130,1442,1174
2135,897,783,3973,1136,1439,1089
2136,896,783,3951,1023,1367,1171
2137,893,683,3962,1115,1441,1178
2138,727,784,3967,1135,1442,1182
2139,861,779,3970,1134,1443,1179
2140,893,784,3967,1136,1453,1179
2141,891,781,3970,1126,1451,1107
2142,895,783,3966,1136,1441,1111
2143,884,781,3962,1054,1391,1118
2144,891,710,3968,1058,1392,1120
2145,770,719,3967,1066,1394,1126
2146,772,718,3967,1072,1393,1129
2147,784,720,3967,1072,1395,1184
2148,782,721,3985,1136,1448,1185
2149,785,782,3990,1134,1445,1175
2150,880,780,3984,1142,1449,1177
2151,893,780,4001,1136,1444,1183
2152,893,784,3996,1137,1445,1123
2153,889,780,3986,1057,1383,1087
2154,893,686,3986,1010,1361,1107
2155,723,782,3982,1046,1372,1111
2156,892,688,3981,1049,1387,1078
2157,742,687,3984,1049,1360,1107
2158,730,697,3975,1015,1370,1107
2159,733,688,3982,1051,1383,1107
2160,726,710,3984,1053,1387,1118
2161,749,694,3990,1057,1392,1134
2162,736,714,3987,1079,1409,1110
2163,767,734,3985,1040,1383,1083
2164,781,694,3973,1056,1358,1088
2165,735,702,3973,1019,1366,1177
2166,726,685,3978,1136,1443,1178
2167,723,780,3964,1134,1455,1175
2168,890,781,3957,1135,1450,1177
2169,882,779,3957,1130,1446,1199
2170,887,779,3953,1136,1440,1094
2171,887,781,3952,1136,1442,1086
2172,882,779,3885,1009,1358,1079
2173,890,682,2838,1017,1360,1081
2174,720,683,647,1018,1360,1183
2175,718,676,766,1146,1458,1281
2176,726,816,864,1255,1535,1199
2177,1040,900,739,1155,1460,1293
2178,1035,784,854,1252,1535,1194
2179,941,897,736,1161,1457,1286
2180,929,789,862,1252,1535,1287
2181,951,905,736,1183,1535,1199
2182,1046,785,749,1158,1461,1289
2183,927,841,855,1253,1535,1201
2184,1062,895,868,1174,1461,1290
2185,1040,903,851,1246,1535,1197
2186,1059,904,736,1149,1457,1290
2187,928,794,862,1265,1535,1285
2188,949,907,729,1155,1535,1095
2189,1049,789,754,1049,1377,1105
2190,932,910,737,1108,1385,1287
2191,1060,848,851,1242,1535,1194
2192,954,898,735,1149,1456,1146
2193,1017,789,784,1190,1487,1219
2194,944,833,625,1175,1488,1283
2195,975,687,745,1249,1535,1184
2196,763,815,725,1139,1450,1181
2197,1043,782,735,1137,1451,1181
2198,895,780,725,1136,1444,1173
2199,900,781,733,1134,1444,1174
2200,890,779,725,1135,1441,1171
2201,891,781,732,1131,1440,1174
2202,892,777,720,1135,1440,1175
2203,891,783,726,1135,1442,1179
2204,887,779,722,1135,1443,1175
2205,890,782,726,1131,1440,1178
2206,885,778,723,1136,1444,1174
2207,890,779,720,1136,1439,1175
2208,891,779,727,1911,1441,1178
2209,883,781,728,1941,1439,1175
2210,887,783,725,1966,1437,1175
2211,885,777,725,1987,1439,1175
2212,882,782,722,2000,1444,1079
2213,887,779,624,1966,1361,1085
2214,887,675,624,2064,1360,1084
2215,733,679,623,2065,1357,1079
2216,719,682,627,2070,1360,1087
2217,720,679,624,2064,1363,1108
2218,720,691,653,2086,1377,1104
2219,726,689,636,2086,1369,1073
2220,726,684,628,2067,1362,1179
2221,721,679,722,2122,1435,1178
2222,718,777,725,2116,1431,1177
2223,877,779,725,2122,1445,1175
2224,883,781,724,2119,1436,1086
2225,885,779,624,2068,1355,1089
2226,880,682,627,2067,1360,1083
2227,761,687,624,2067,1367,1086
2228,725,686,625,2064,1360,1088
2229,727,688,635,2069,1361,1088
2230,726,687,640,2074,1360,1088
2231,725,683,626,2055,1360,1087
2232,733,686,627,2053,1350,1083
2233,731,682,625,2053,1362,1089
2234,733,679,629,2042,1357,1167
2235,730,686,720,2097,1438,1088
2236,723,778,626,2041,1360,1085
2237,848,683,624,2032,1350,1086
2238,730,678,624,2034,1357,1077
2239,718,675,625,2044,1355,1078
2240,721,680,619,2047,1351,1077
2241,720,682,624,2043,1351,1078
2242,718,675,618,2045,1355,1073
2243,720,679,629,2043,1349,1075
2244,720,677,623,2067,1351,1077
2245,715,676,622,2064,1349,1074
2246,716,677,626,2059,1358,1078
2247,716,677,624,2061,1350,1074
2248,719,677,619,2069,1353,1072
2249,717,681,624,2064,1355,1082
2250,717,678,624,2057,1360,1079
2251,721,674,624,2046,1359,1075
2252,720,681,621,2055,1354,1079
2253,720,677,621,2047,1350,1077
2254,719,672,624,2057,1350,1076
2255,717,677,626,2057,1354,1072
2256,719,678,625,2047,1351,1077
2257,720,679,621,2042,1347,1078
2258,720,678,619,2058,1350,1077
2259,720,675,624,2046,1356,1075
2260,719,677,623,2055,1349,1079
2261,720,678,624,2047,1351,1078
2262,715,676,624,2062,1353,1079
2263,719,679,618,2062,1354,1078
2264,718,679,625,2063,1360,1077
2265,715,677,626,2060,1358,1085
2266,718,676,611,2047,1347,1077
2267,720,679,627,2063,1355,1074
2268,720,675,623,2062,1349,1072
2269,719,674,624,2061,1351,1077
2270,715,676,629,2061,1350,1077
2271,716,674,619,2064,1351,1072
2272,719,676,623,2064,1351,1082
2273,715,679,622,2059,1351,1084
2274,718,675,624,2058,1355,1082
2275,715,684,624,2059,1357,1079
2276,721,679,624,2064,1355,1088
2277,723,679,627,2062,1355,1075
2278,723,688,627,2059,1354,1078
2279,722,679,622,2058,1345,1082
2280,719,671,619,2021,1345,1069
2281,717,673,615,1814,1348,1072
2282,715,673,610,1122,1357,1198
2283,712,669,624,1083,1379,1200
2284,711,682,624,1069,1363,1200
2285,752,682,624,1061,1363,1093
2286,753,681,621,1053,1368,1092
2287,757,677,623,1041,1373,1100
2288,758,685,624,1046,1371,1095
2289,780,688,626,1049,1369,1090
2290,784,683,627,1044,1364,1102
2291,784,689,629,1047,1367,1099
2292,795,689,630,1040,1375,1090
2293,803,691,626,1049,1369,1099
2294,814,685,630,1040,1370,1093
2295,765,680,630,1041,1364,1100
2296,769,686,621,1040,1371,1102
2297,771,686,625,1040,1371,1202
2298,774,687,626,1141,1467,1195
2299,775,687,626,1035,1458,1205
2300,780,683,624,1037,1392,1200
2301,752,679,625,1041,1363,1200
2302,753,683,621,1040,1370,1157
2303,755,683,627,1042,1366,1201
2304,753,679,626,1043,1463,1088
2305,759,678,618,1015,1360,1079
2306,759,678,630,1008,1353,1083
2307,722,678,622,1007,1360,1083
2308,720,679,626,1017,1351,1085
2309,720,673,618,1008,1357,1083
2310,717,675,608,1008,1353,1075
2311,720,675,617,1008,1359,1079
2312,719,679,626,1013,1360,1076
2313,720,673,627,1008,1353,1076
2314,718,671,623,1011,1355,1081
2315,717,670,626,1008,1353,1069
2316,716,673,624,1008,1406,1069
2317,720,675,624,1008,1407,1078
2318,720,670,613,1000,1411,1073
2319,704,670,612,999,1413,1070
2320,711,670,619,1008,1421,1072
2321,707,669,613,999,1406,1081
2322,706,666,612,1004,1415,1079
2323,704,674,624,1015,1933,1074
2324,705,682,620,1017,1929,1085
2325,710,677,619,1012,1925,1077
2326,717,677,620,1014,1918,1073
2327,719,677,624,1014,1923,1081
2328,715,674,618,1018,1926,1081
2329,717,672,623,1019,1951,1082
2330,719,681,625,1023,1951,1082
2331,721,686,621,1023,1947,1086
2332,725,679,624,1019,1953,1081
2333,720,682,628,1019,1951,1082
2334,718,678,629,1021,1951,1081
2335,721,682,618,1023,1933,1081
2336,722,679,631,1017,1927,1082
2337,720,677,624,1023,1930,1087
2338,715,674,630,1021,1935,1081
2339,719,677,625,1023,1929,1075
2340,718,678,626,1014,1931,1083
2341,716,677,624,1023,1926,1078
2342,719,678,622,1023,1927,1078
2343,714,674,624,1011,1926,1074
2344,719,677,624,1019,1927,1083
2345,720,673,620,1021,1922,1077
2346,718,677,624,1018,1914,1079
2347,715,673,621,1021,1930,1079
2348,715,672,622,1018,1923,1077
2349,717,674,623,1019,1931,1082
2350,717,675,618,1017,1929,1079
2351,717,675,623,1022,1935,1074
2352,717,676,618,1014,1927,1078
2353,717,676,619,1014,1936,1081
